ID Único;Cliente;Modelo;Fecha;Video Path;Grifo;Ciclo #;Hora Inicio;Hora Fin;Duración (s);Cervezas;Tamaño (ml);Espuma (%);Mala Praxis;Causas Error;Clip Path;URL Video
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_103497;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;1;23:18:27;23:18:32;5;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_001.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_001.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_111496_S1;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;2;23:18:35;23:18:50;15;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_002.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_002.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_111496_S2;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;3;23:18:35;23:18:50;15;0;330;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_002.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_002.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_239993;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;4;23:20:43;23:20:50;7;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_003.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_003.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_454986;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;5;23:24:18;23:24:25;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_004.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_004.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_462486;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;6;23:24:26;23:24:31;5;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_005.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_005.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_533984;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;7;23:25:37;23:25:47;10;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_006.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_006.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229231644mp4_MANUAL_mkll12ls;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;8;23:25:37;23:25:47;10;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_006.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_006.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_544984;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;9;23:25:48;23:25:53;5;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_007.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_007.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_943972;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;10;23:32:27;23:32:36;8;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_008.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_008.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229231644mp4_MANUAL_mkll2l40;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;11;23:32:27;23:32:36;8;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_008.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_008.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_956472;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;12;23:32:40;23:32:46;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_009.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_009.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_965972;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;13;23:32:49;23:32:55;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_010.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_010.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_974471;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;14;23:32:58;23:33:04;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_011.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_011.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_990471;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;15;23:33:14;23:33:20;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_012.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_012.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_1047969;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;16;23:34:11;23:34:17;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_013.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_013.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_1055969;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;17;23:34:19;23:36:20;120;1;330;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_014.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_014.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_1341961;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;18;23:39:05;23:39:19;13;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_015.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_015.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229231644mp4_MANUAL_mkll7pf6;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;19;23:39:05;23:39:19;13;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_015.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_015.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_1692451;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;20;23:44:56;23:45:03;7;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_016.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_016.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_2009942;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;21;23:50:13;23:50:19;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_017.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_017.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_2019941;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;22;23:50:23;23:50:27;3;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_018.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_018.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_2030441;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;23;23:50:34;23:50:38;4;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_019.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_019.mp4?alt=media
Sin remedios Sevilla_00_20251229231644.mp4_Cruzcampo_2052440;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229231644.mp4;Cruzcampo;24;23:50:56;23:51:02;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229231644_Cruzcampo_evt_020.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229231644_Cruzcampo_evt_020.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_114498;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;1;18:13:54;18:14:00;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_021.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_021.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_331997;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;2;18:17:31;18:17:46;15;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_022.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_022.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229181200mp4_MANUAL_mklhtxr1;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;3;18:17:31;18:17:46;15;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_022.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_022.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229181200mp4_MANUAL_mklhtukt;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;4;18:17:31;18:17:46;15;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_022.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_022.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_486495;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;5;18:20:06;18:20:11;5;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_023.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_023.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_601494;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;6;18:22:01;18:22:07;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_024.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_024.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229181200mp4_MANUAL_mkli3xc6;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;7;18:22:01;18:22:07;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_024.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_024.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_608494;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;8;18:22:08;18:22:11;3;0;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_025.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_025.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_612994;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;9;18:22:12;18:22:19;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_026.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_026.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_739993;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;10;18:24:19;18:24:29;9;1;500;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_027.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_027.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_777493;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;11;18:24:57;18:25:22;25;1;500;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_028.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_028.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229181200mp4_MANUAL_mklidnja;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;12;18:24:57;18:25:22;25;1;500;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_028.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_028.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229181200mp4_MANUAL_mklidkku;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;13;18:24:57;18:25:22;25;1;500;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_028.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_028.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_817492;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;14;18:25:37;18:25:42;5;1;330;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_029.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_029.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_968491;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;15;18:28:08;18:28:15;7;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_030.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_030.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_1014991;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;16;18:28:54;18:29:05;10;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_031.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_031.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229181200mp4_MANUAL_mkligc9i;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;17;18:28:54;18:29:05;10;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_031.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_031.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_1108490;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;18;18:30:28;18:30:34;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_032.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_032.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_1157489;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;19;18:31:17;18:31:23;6;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_033.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_033.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_1285988;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;20;18:33:25;18:33:35;10;1;500;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_034.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_034.mp4?alt=media
Sin remedios Sevilla_00_20251229181200.mp4_Cruzcampo_1296988;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;21;18:33:36;18:33:49;12;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_035.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_035.mp4?alt=media
CProyectosgamboozaSinremediosSevillavideosdias20251229SinremediosSevilla0020251229181200mp4_MANUAL_mklipbqv;SinRemedios;SinRemedios_model_v1.pt;2025-12-29;C:\Proyectos gambooza\Sinremedios_Sevilla_videos_dias\2025-12-29\Sin remedios Sevilla_00_20251229181200.mp4;Cruzcampo;22;18:33:36;18:33:49;12;1;400;;;;clips/SinRemedios/20251229/SinRemedios_20251229181200_Cruzcampo_evt_035.mp4;https://firebasestorage.googleapis.com/v0/b/gambooza-v2-ia/o/clips%2FSinRemedios%2F20251229%2FSinRemedios_20251229181200_Cruzcampo_evt_035.mp4?alt=media
